"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:2YyLNljkMy2viVcXoFGTDY","Tears of Gold","spotify:artist:5NhgsV7qPWHZqYEMKzbYvo","Faouzia","spotify:album:7INSJKOxZcMGywJyf9bEWi","Tears of Gold","spotify:artist:5NhgsV7qPWHZqYEMKzbYvo","Faouzia","2019-11-20","https://i.scdn.co/image/ab67616d0000b273c08fc202dde1427b4016c021","1","1","176117","https://p.scdn.co/mp3-preview/15e8e9a10a10537bddc31c022f4ea8af083454f3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:04:59Z"
"spotify:track:0kn2gu8Pd03DiYHzRvX2Xk","Wish You Were Sober","spotify:artist:4Uc8Dsxct0oMqx0P6i60ea","Conan Gray","spotify:album:2CMlkzFI2oDAy5MbyV7OV5","Kid Krow","spotify:artist:4Uc8Dsxct0oMqx0P6i60ea","Conan Gray","2020-03-20","https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43","1","2","168880","https://p.scdn.co/mp3-preview/95d5a63059441ac2d9a3e8c45d39a88cf1d01a20?cid=9950ac751e34487dbbe027c4fd7f8e99","true","76","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:05:09Z"
"spotify:track:2xaOYrG0tCjQlVhXeC9wBY","Sasurai","spotify:artist:271VKuMFfkvkOARw07aM3H","Hako Yamazaki","spotify:album:3dfoiSVkHMCG59AYxy53Tt","Hako Yamazaki Best Collection","spotify:artist:271VKuMFfkvkOARw07aM3H","Hako Yamazaki","2017-11-01","https://i.scdn.co/image/ab67616d0000b273f7489ee2d9b48f30401c84ba","1","3","363346","https://p.scdn.co/mp3-preview/1fffa67377ad4f5517456f744626c6f34359c862?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:05:19Z"
"spotify:track:33ZXjLCpiINn8eQIDYEPTD","Shook Ones, Pt. II","spotify:artist:6O2zJ0tId7g07yzHtX0yap","Mobb Deep","spotify:album:1cCAb1vN8uUsdfEylVmTLs","The Infamous","spotify:artist:6O2zJ0tId7g07yzHtX0yap","Mobb Deep","1995-04-25","https://i.scdn.co/image/ab67616d0000b273a2203fa0656cede30f879b97","1","15","325506","https://p.scdn.co/mp3-preview/197b3f33fe658cb05ca663c8a54511565fa2fb57?cid=9950ac751e34487dbbe027c4fd7f8e99","true","76","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:05:29Z"
"spotify:track:5XbtJ6R2QSEbnbkHG25Ncj","The Last Saskatchewan Pirate","spotify:artist:3o7cN4B2dPVXUONgxTZWWx","Arrogant Worms","spotify:album:6pzE8cnrJX480Jh9CR1T34","Arrogant Worms","spotify:artist:3o7cN4B2dPVXUONgxTZWWx","Arrogant Worms","1992-10-12","https://i.scdn.co/image/ab67616d0000b273aa437eb012a4c070bb7c7135","1","1","210506","https://p.scdn.co/mp3-preview/04ed5f96787080b3f5023a50e72cd34c1d02fe25?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:05:47Z"
"spotify:track:6joQ1zE0lhx0UazVTK05Xc","Motivation","spotify:artist:0qT79UgT5tY4yudH9VfsdT","Sum 41","spotify:album:2UCWsnmZEVg9HhnMeKTsim","All Killer, No Filler","spotify:artist:0qT79UgT5tY4yudH9VfsdT","Sum 41","2001-01-01","https://i.scdn.co/image/ab67616d0000b2739a482180e6a306229bff49dc","1","6","169960","https://p.scdn.co/mp3-preview/40119dc47cfbbe1fc914e88b240a5b35e3de0cbb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:05:58Z"
"spotify:track:57scbUX9utATbRFaYUWOnE","Monster (feat. Olivia Olson & Half Shy)","spotify:artist:3Op7D6tFVJCOHW6EAV0ck1, spotify:artist:28NLoK9veQawXX48Vq51S0, spotify:artist:5Jz3hRmQLFa6dwHoKcPtSW","Adventure Time, Half Shy, Olivia Olson","spotify:album:7v39lRxD9KfUrhVDUG4FR5","Adventure Time: Distant Lands - Obsidian (Original Soundtrack) [Deluxe Edition]","spotify:artist:3Op7D6tFVJCOHW6EAV0ck1","Adventure Time","2020-12-04","https://i.scdn.co/image/ab67616d0000b27392e669cc7605bc27148ad144","1","23","99015","https://p.scdn.co/mp3-preview/c5a97f3471e8bc33ddb95a64174768aaa4348b51?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:06:16Z"
"spotify:track:1OTvWduKQV0MQd2gnGM9He","With Me","spotify:artist:0qT79UgT5tY4yudH9VfsdT","Sum 41","spotify:album:4fc73QNw5EjIorFfZ6n6YG","Underclass Hero","spotify:artist:0qT79UgT5tY4yudH9VfsdT","Sum 41","2007-01-01","https://i.scdn.co/image/ab67616d0000b2731c5301bdbae7e2b35fe8024f","1","9","291360","https://p.scdn.co/mp3-preview/10f36ad348b92e9031b58ab6be42cfa62101a883?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:06:28Z"
"spotify:track:0h7QMc9ZRzA9QJrbEHytn2","The Astronaut","spotify:artist:5vV3bFXnN6D6N3Nj4xRvaV","JIN","spotify:album:6nT2VfGN07ar1vdZyJY6ox","The Astronaut","spotify:artist:5vV3bFXnN6D6N3Nj4xRvaV","JIN","2022-10-28","https://i.scdn.co/image/ab67616d0000b27343aaff780ea621da5ce4eb0a","1","1","282463","https://p.scdn.co/mp3-preview/2afa7d20ed9b72a7f67082b8d7467743e4d9ca9d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","89","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:06:37Z"
"spotify:track:1h1w9olosnfBLzkRGsceCe","concussion","spotify:artist:7AWyYXZ5tIc0xNSfKLD3QX","girlhouse","spotify:album:2d87gFtOj98tGAOwHxIpj2","concussion","spotify:artist:7AWyYXZ5tIc0xNSfKLD3QX","girlhouse","2021-08-27","https://i.scdn.co/image/ab67616d0000b27349cef17bb7cefe253714269e","1","1","277142","https://p.scdn.co/mp3-preview/7055bf0af8ae069d65b6d9716796fe6e6766fe20?cid=9950ac751e34487dbbe027c4fd7f8e99","true","56","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:06:51Z"
"spotify:track:1GCbc1vpkZA2zhjsSFhmHT","Fuck You","spotify:artist:13saZpZnCDWOI9D4IJhp1f","Lily Allen","spotify:album:39zjAZD6nlscx5DafH8GI8","It's Not Me, It's You","spotify:artist:13saZpZnCDWOI9D4IJhp1f","Lily Allen","2009-01-26","https://i.scdn.co/image/ab67616d0000b2737124b6bf785117033d003590","1","8","219893","https://p.scdn.co/mp3-preview/cfd73fc9e802ef9fdedb48962f13cd5cd289c0b0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","57","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:07:00Z"
"spotify:track:3iP1HTfzulJPuhEasnV6md","終のファンタジー","spotify:artist:3Zo5u5IljPxQEfbNY2OgsX","Utsu-P","spotify:album:1hJOEeJGzToyBsM6eQ5M8I","ALGORITHM","spotify:artist:3Zo5u5IljPxQEfbNY2OgsX","Utsu-P","2014","https://i.scdn.co/image/ab67616d0000b273758d9f5573ba08b09ce2cfc2","1","1","226983","https://p.scdn.co/mp3-preview/d252194f70555ad1c51323f6419ebcb96f8b562f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","spotify:user:e6jg4cxf4zpgtzkhez3g9osuy","2022-11-30T15:07:14Z"
